GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark.impl,AbstractMarkupWriter.NodeVisitorException,4,0,0,0,2,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark.impl,AbstractMarkupWriter.MarkupNodeVisitor,122,0,18,0,31,0,12,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark.impl,AbstractMarkupWriter,167,1093,32,90,42,293,31,77,5,42
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,MarkupMultiLineItemImpl,10,0,0,0,4,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IBase64BinaryItem,18,10,0,0,4,2,4,2,4,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,UuidItemImpl,28,14,6,0,6,4,8,3,5,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,UriReferenceItemImpl,0,6,0,0,0,3,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IBooleanItem,22,53,0,6,4,12,2,9,2,6
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractDateTimeItem,25,0,6,0,6,0,7,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,YearMonthDurationItemImpl,6,33,3,3,1,7,4,5,1,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IIPv6AddressItem,18,0,0,0,4,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,DateWithoutTimeZoneItemImpl,12,0,0,0,4,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractDecimalItem.MapKey,0,32,2,4,0,5,2,5,0,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,NonNegativeIntegerItemImpl,0,6,0,0,0,3,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IIPv4AddressItem,18,0,0,0,4,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractDecimalItem,0,9,0,0,0,3,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractTemporalItem.MapKey,36,0,6,0,9,0,7,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,BooleanItemImpl,11,52,2,8,3,12,5,11,3,8
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IAnyAtomicItem,6,17,0,0,3,2,2,2,2,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,DateTimeWithTimeZoneItemImpl,10,0,0,0,4,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,TokenItemImpl,6,0,0,0,3,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IIPAddressItem,6,0,0,0,1,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,INonNegativeIntegerItem,46,16,1,1,10,4,6,2,5,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IPositiveIntegerItem,36,23,1,1,8,5,4,4,3,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractStringItem,4,69,3,5,0,16,3,8,0,7
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractStringItem.MapKey,0,9,0,0,0,2,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractAnyAtomicItem,0,20,0,0,0,6,0,4,0,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IEmailAddressItem,29,0,0,0,5,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,DateWithTimeZoneItemImpl,10,0,0,0,4,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,INumericItem,8,116,0,10,2,28,0,8,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractUntypedAtomicItem,9,0,0,0,3,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AnyUriItemImpl,2,4,0,0,1,2,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,NcNameItemImpl,6,0,0,0,3,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,EmailAddressItemImpl,6,0,0,0,3,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractUntypedAtomicItem.MapKey,9,0,0,0,2,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,INcNameItem,29,0,0,0,5,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IDurationItem,34,0,2,0,13,0,3,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IPv6AddressItemImpl,10,0,0,0,4,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractTemporalItem,9,0,0,0,3,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,DecimalItemImpl,3,50,3,5,1,9,4,7,1,6
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IDecimalItem,14,79,0,2,2,13,0,14,0,13
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IHostnameItem,29,0,0,0,5,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IStringItem,3,25,0,0,1,6,1,6,1,6
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,HostnameItemImpl,6,0,0,0,3,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractIntegerItem,0,57,2,8,0,10,2,10,0,7
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IntegerItemImpl,0,6,0,0,0,3,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IUriReferenceItem,8,5,0,0,2,1,2,1,2,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IUuidItem,14,13,0,0,3,3,3,3,3,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IPv4AddressItemImpl,10,0,0,0,4,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,MarkupLineItemImpl,10,0,0,0,4,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,Base64BinaryItemImpl.MapKey,30,0,6,0,5,0,7,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IDayTimeDurationItem,31,16,0,0,6,3,4,3,4,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,ITemporalItem,6,0,0,0,1,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IMarkupItem,29,0,0,0,6,0,6,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,PositiveIntegerItemImpl,0,6,0,0,0,3,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractUriItem.MapKey,9,0,0,0,2,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,DayTimeDurationItemImpl.MapKey,30,0,6,0,5,0,7,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IDateTimeItem,42,0,0,0,8,0,6,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IIntegerItem,9,78,0,4,3,21,0,13,0,11
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,StringItemImpl,2,4,0,0,1,2,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,ITokenItem,29,0,0,0,5,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IYearMonthDurationItem,28,49,1,1,5,8,4,4,3,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,YearMonthDurationItemImpl.MapKey,30,0,6,0,5,0,7,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IAnyUriItem,32,27,1,3,6,6,7,4,6,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,UuidItemImpl.MapKey,32,0,6,0,5,0,7,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractDateItem,25,0,6,0,6,0,7,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractUriItem,20,12,6,0,3,4,5,3,2,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IDateItem,46,0,0,0,9,0,6,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,DateTimeWithoutTimeZoneItemImpl,12,0,0,0,4,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,BooleanItemImpl.MapKey,30,0,6,0,5,0,7,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,DayTimeDurationItemImpl,6,28,3,3,1,7,4,5,1,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,Base64BinaryItemImpl,18,16,5,1,2,6,5,4,2,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.object,DateTime,9,5,0,0,1,2,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.object,AbstractAmbiguousTemporal,3,7,0,0,1,3,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.object,Date,9,5,0,0,1,2,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.math,IntegerDivision,55,0,4,0,15,0,8,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.math,Subtraction,147,0,26,0,38,0,17,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.math,Division,120,0,20,0,31,0,14,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.math,Modulo,49,0,4,0,12,0,7,0,5,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.math,AbstractArithmeticExpression,3,12,0,0,1,3,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.math,AbstractBasicArithmeticExpression,5,41,2,2,2,9,3,3,1,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.math,Multiplication,102,0,16,0,27,0,12,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.math,Addition,122,42,25,5,28,14,15,4,0,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,DecimalAdapter,37,58,4,2,11,16,6,7,3,7
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,DateAdapter,95,82,9,3,25,16,10,5,5,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,DateFormats,0,47,0,0,0,21,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,UriAdapter,15,20,0,0,5,6,4,4,4,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,NonNegativeIntegerAdapter,10,22,0,0,3,7,2,3,2,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,Base64Adapter,28,50,2,0,7,15,3,7,2,7
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,DateWithTZAdapter,64,20,2,0,13,7,7,3,6,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,AbstractIntegerAdapter,17,9,0,0,7,3,3,2,3,2
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,DateTimeWithTZAdapter,29,28,0,0,8,8,5,4,5,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,EmailAddressAdapter,9,22,0,0,3,7,2,3,2,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,IntegerAdapter,22,38,5,1,5,11,3,6,0,6
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,DayTimeAdapter,23,20,0,0,7,6,4,4,4,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,IPv4AddressAdapter,31,38,0,0,8,17,5,3,5,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,UriReferenceAdapter,18,17,0,0,6,5,5,3,5,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,HostnameAdapter,9,16,0,0,3,5,2,3,2,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,DateTimeAdapter,87,46,8,0,23,11,9,4,5,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,NcNameAdapter,9,22,0,0,3,6,2,3,2,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,YearMonthAdapter,23,20,0,0,7,6,4,4,4,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,IPv6AddressAdapter,15,52,0,0,5,12,4,4,4,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,BooleanAdapter,23,80,1,3,8,24,4,11,3,10
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,StringAdapter,9,16,0,0,3,5,2,3,2,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,AbstractStringAdapter,5,6,0,0,2,3,2,2,2,2
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,TokenAdapter,9,16,0,0,3,5,2,3,2,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,UuidAdapter,18,20,0,0,6,7,5,3,5,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,PositiveIntegerAdapter,8,24,0,0,2,8,1,4,1,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,MetaschemaDataTypeProvider,0,157,0,0,0,46,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,ImmutableCollections.AbstractImmutableMap,26,3,0,0,13,1,13,1,13,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,AbstractStringMapKey,0,27,2,4,0,4,2,4,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,AbstractKeySpecifier.WildcardKeySpecifier,6,8,0,0,1,3,1,2,1,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,ImmutableCollections.AbstractImmutableDelegatedMap,0,8,0,0,0,2,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,ImmutableCollections.AbstractImmutableList,8,3,0,0,4,1,4,1,4,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,MapItemN,0,17,0,0,0,6,0,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,StreamSequence,23,79,3,7,4,23,5,7,2,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,AbstractKeySpecifier.IntegerLiteralKeySpecifier,25,25,0,0,5,5,0,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,SingletonSequence,5,18,0,0,2,7,1,5,1,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,AbstractArrayItem,38,62,4,4,9,12,5,6,2,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,ImmutableCollections.AbstractImmutableDelegatedList,19,32,0,0,4,7,4,7,4,7
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,AbstractMapItem,34,62,6,4,8,12,6,6,2,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,ArrayItemN,0,17,0,0,0,6,0,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,AbstractSequence,6,43,2,4,1,9,3,7,1,6
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,ImmutableCollections.AbstractImmutableCollection,14,3,0,0,7,1,7,1,7,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,AbstractKeySpecifier.ParenthesizedExprKeySpecifier,111,0,4,0,26,0,9,0,7,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,SequenceN,13,25,1,1,2,8,2,4,1,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,AbstractKeySpecifier,20,41,1,3,3,9,2,6,1,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,ImmutableCollections,5,0,0,0,1,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.impl,AbstractKeySpecifier.NcNameKeySpecifier,17,15,0,0,3,4,2,2,2,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.function,IMapItem,445,34,4,4,77,6,28,8,26,6
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.function,ArrayException,12,6,0,0,5,2,3,1,3,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.function,IArrayItem,380,39,5,3,41,7,38,8,35,7
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.function,IArrayItem.new Collector() {...},6,18,0,0,2,6,1,7,1,7
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.regex,RegularExpressionMetapathException,2,16,0,0,1,6,1,3,1,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.regex,RegexUtil,6,43,2,4,4,13,2,7,0,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item,DefaultItemWriter.Visitor,26,0,0,0,9,0,5,0,5,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item,DefaultItemWriter,219,0,28,0,57,0,23,0,9,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item,IItem,10,3,2,0,2,1,3,1,2,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item,ItemUtils,49,6,5,1,11,2,4,1,1,1
